A0A0B5AC98	CHOYP_MPI1.1.1	1.61e-63
A0A0F7YYX3	CHOYP_LOC658640.1.2	3.61e-21
A0A0F7YYX3	CHOYP_LOC658640.2.2	1.49e-21
A0A0G2K344	CHOYP_PK3CA.1.1	0.0
A0A0N9E2K8	CHOYP_MMP21.1.1	3.86e-117
A0A0R4I9Y1	CHOYP_RNF213.2.4	1.17e-158
A0A0R4IBK5	CHOYP_BRAFLDRAFT_106560.1.14	5.90e-125
A0A0R4IBK5	CHOYP_BRAFLDRAFT_106560.10.14	1.00e-122
A0A0R4IBK5	CHOYP_BRAFLDRAFT_106560.11.14	2.34e-50
A0A0R4IBK5	CHOYP_BRAFLDRAFT_106560.13.14	1.23e-122
A0A0R4IBK5	CHOYP_BRAFLDRAFT_106560.14.14	3.65e-123
A0A0R4IBK5	CHOYP_BRAFLDRAFT_108419.2.3	1.48e-48
A0A0R4IBK5	CHOYP_BRAFLDRAFT_68766.2.4	6.55e-45
A0A0R4IBK5	CHOYP_BRAFLDRAFT_68766.4.4	8.67e-50
A0A0R4IBK5	CHOYP_LOC100030710.1.4	7.96e-133
A0A0R4IBK5	CHOYP_LOC100030710.2.4	0.0
A0A0R4IBK5	CHOYP_LOC100030710.2.4	7.77e-80
A0A0R4IBK5	CHOYP_LOC100030710.4.4	0.0
A0A0R4IBK5	CHOYP_LOC100377154.2.4	1.22e-61
A0A0R4IBK5	CHOYP_LOC100377154.3.4	1.58e-80
A0A0R4IBK5	CHOYP_NEMVEDRAFT_V1G199550.1.1	1.25e-70
A0A0R4IBK5	CHOYP_NEMVEDRAFT_V1G244806.2.2	1.00e-127
A0A0R4IBK5	CHOYP_RN213.1.13	0.0
A0A0R4IBK5	CHOYP_RN213.11.13	1.12e-86
A0A0R4IBK5	CHOYP_RN213.11.13	1.86e-29
A0A0R4IBK5	CHOYP_RN213.12.13	0.0
A0A0R4IBK5	CHOYP_RN213.13.13	6.93e-147
A0A0R4IBK5	CHOYP_RN213.2.13	0.0
A0A0R4IBK5	CHOYP_RN213.3.13	1.94e-26
A0A0R4IBK5	CHOYP_RN213.4.13	0.0
A0A0R4IBK5	CHOYP_RN213.4.13	1.31e-78
A0A0R4IBK5	CHOYP_RN213.6.13	0.0
A0A0R4IBK5	CHOYP_RN213.6.13	2.49e-91
A0A0R4IBK5	CHOYP_RN213.7.13	0.0
A0A0R4IBK5	CHOYP_RN213.7.13	8.57e-84
A0A0R4IBK5	CHOYP_RN213.8.13	3.41e-147
A0A0R4IBK5	CHOYP_RN213.9.13	0.0
A0A0R4IBK5	CHOYP_RNF213.1.4	0.0
A0A0R4IBK5	CHOYP_RNF213.1.4	2.73e-72
A0A0R4IBK5	CHOYP_RNF213.3.4	0.0
A0A0R4IFG5	CHOYP_LOC100368885.1.1	2.15e-88
A0A0R4IVV0	CHOYP_BRAFLDRAFT_123736.1.1	1.14e-113
A0A0R4IXF6	CHOYP_KAT2B.1.1	0.0
A0A0R4IYX6	CHOYP_LOC100378229.1.2	2.11e-30
A0A1B0GVH7	CHOYP_LOC100367864.2.3	3.28e-25
A0A1B0GVH7	CHOYP_NEMVEDRAFT_V1G239561.1.1	9.15e-26
A0A1D5P556	CHOYP_LOC100641843.1.1	6.36e-27
A0A1I9LN01	CHOYP_contig_037000	1.96e-37
A0A1P8AWH8	CHOYP_BRAFLDRAFT_81364.1.3	1.69e-62
A0A1P8AWH8	CHOYP_BRAFLDRAFT_81364.2.3	5.89e-53
A0AVT1	CHOYP_UBA6.4.4	0.0
A0JC51	CHOYP_BRAFLDRAFT_277895.1.1	7.07e-136
A0JM12	CHOYP_BM1_57400.5.7	1.16e-25
A0JM12	CHOYP_BM1_57400.5.7	1.28e-37
A0JM12	CHOYP_BM1_57400.5.7	1.97e-22
A0JM12	CHOYP_BM1_57400.5.7	3.16e-30
A0JM12	CHOYP_BM1_57400.5.7	3.84e-37
A0JM12	CHOYP_BM1_57400.5.7	5.67e-33
A0JM12	CHOYP_CED1.4.29	3.13e-34
A0JM12	CHOYP_CED1.4.29	4.49e-40
A0JM12	CHOYP_CED1.4.29	5.23e-50
A0JM12	CHOYP_CED1.4.29	6.51e-34
A0JM12	CHOYP_CELE_Y64G10A.7.3.4	1.13e-21
A0JM12	CHOYP_CELE_Y64G10A.7.3.4	1.23e-25
A0JM12	CHOYP_CELE_Y64G10A.7.3.4	2.49e-28
A0JM12	CHOYP_CELE_Y64G10A.7.3.4	5.68e-24
A0JM12	CHOYP_CELE_Y64G10A.7.3.4	7.31e-28
A0JM12	CHOYP_LOC100867487.2.2	0.0
A0JM12	CHOYP_LOC100875026.1.2	0.0
A0JM12	CHOYP_LOC100875026.1.2	1.02e-87
A0JM12	CHOYP_LOC100875026.1.2	1.81e-41
A0JM12	CHOYP_LOC100875026.1.2	3.79e-90
A0JM12	CHOYP_LOC100875026.1.2	5.04e-22
A0JM12	CHOYP_LOC100875026.1.2	8.37e-123
A0JM12	CHOYP_LOC100875026.2.2	0.0
A0JM12	CHOYP_LOC100875026.2.2	1.38e-118
A0JM12	CHOYP_LOC100875026.2.2	1.87e-34
A0JM12	CHOYP_LOC100875026.2.2	5.58e-43
A0JM12	CHOYP_LOC100875026.2.2	5.90e-119
A0JM12	CHOYP_LOC579946.14.24	1.05e-24
A0JM12	CHOYP_LOC763793.2.7	2.23e-80
A0JM12	CHOYP_LOC763793.2.7	2.99e-88
A0JM12	CHOYP_LOC763793.2.7	7.18e-76
A0JM12	CHOYP_MEG10.29.91	4.25e-25
A0JM12	CHOYP_MEG10.29.91	5.79e-32
A0JM12	CHOYP_MEG10.29.91	9.33e-21
A0JM12	CHOYP_MEG10.32.91	2.62e-21
A0JM12	CHOYP_MEG10.32.91	2.82e-24
A0JM12	CHOYP_MEG10.32.91	4.36e-24
A0JM12	CHOYP_MEG10.32.91	5.53e-22
A0JM12	CHOYP_MEG10.55.91	1.57e-32
A0JM12	CHOYP_MEG10.55.91	1.73e-30
A0JM12	CHOYP_MEG10.55.91	3.43e-24
A0JM12	CHOYP_MEG10.55.91	4.45e-40
A0JM12	CHOYP_MEG10.55.91	7.74e-27
A0JM12	CHOYP_MEG10.61.91	1.05e-39
A0JM12	CHOYP_MEG10.61.91	5.09e-32
A0JM12	CHOYP_MEG10.61.91	6.34e-45
A0JM12	CHOYP_MEG10.61.91	8.74e-39
A0JM12	CHOYP_MEG10.61.91	9.78e-38
A0JM12	CHOYP_MEG10.77.91	1.18e-127
A0JM12	CHOYP_MEG10.77.91	2.04e-162
A0JM12	CHOYP_MEG10.87.91	1.17e-58
A0JM12	CHOYP_MEG10.87.91	1.37e-70
A0JM12	CHOYP_MEG10.87.91	5.39e-64
A0JM12	CHOYP_MEG10.87.91	7.58e-62
A0JM12	CHOYP_MEG11.5.25	1.16e-36
A0JM12	CHOYP_MEG11.5.25	1.64e-28
A0JM12	CHOYP_MEG11.5.25	3.30e-22
A0JM12	CHOYP_MEG11.5.25	8.97e-22
A0JM12	CHOYP_MEG11.8.25	1.19e-24
A0JM12	CHOYP_MEG11.8.25	6.44e-22
A0JM12	CHOYP_MEG11.8.25	9.95e-23
A0JM12	CHOYP_MEGF10.9.12	1.19e-28
A0JM12	CHOYP_MEGF10.9.12	1.42e-27
A0JM12	CHOYP_MEGF10.9.12	2.14e-26
A0JM12	CHOYP_MEGF10.9.12	5.33e-21
A0JM12	CHOYP_MEGF10.9.12	7.08e-36
A0JM12	CHOYP_MEGF10.9.12	7.10e-26
A0JM12	CHOYP_MEGF10.9.12	9.52e-22
A0JM12	CHOYP_MEGF6.10.59	1.44e-22
A0JM12	CHOYP_MEGF6.10.59	2.19e-22
A0JM12	CHOYP_MEGF6.10.59	2.47e-22
A0JM12	CHOYP_MEGF6.10.59	2.53e-24
A0JM12	CHOYP_MEGF6.10.59	2.91e-32
A0JM12	CHOYP_MEGF6.10.59	7.36e-25
A0JM12	CHOYP_MEGF6.3.59	1.07e-31
A0JM12	CHOYP_MEGF6.3.59	3.76e-28
A0JM12	CHOYP_MEGF6.3.59	4.80e-28
A0JM12	CHOYP_MEGF6.3.59	7.97e-29
A0JM12	CHOYP_MEGF6.4.59	1.08e-22
A0JM12	CHOYP_MEGF6.4.59	1.53e-23
A0JM12	CHOYP_MEGF6.4.59	5.50e-25
A0JM12	CHOYP_MEGF6.58.59	1.01e-33
A0JM12	CHOYP_MEGF6.58.59	1.63e-24
A0JM12	CHOYP_MEGF6.58.59	3.65e-21
A0JM12	CHOYP_MEGF6.58.59	3.97e-25
A0JM12	CHOYP_MEGF6.58.59	5.08e-26
A0JM12	CHOYP_MEGF6.58.59	8.85e-32
A0JM12	CHOYP_MEGF6.7.59	7.21e-27
A0JM12	CHOYP_MEGF6.7.59	7.67e-21
A0JM12	CHOYP_contig_003908	1.74e-52
A0JM12	CHOYP_contig_003908	2.33e-40
A0JM12	CHOYP_contig_003908	2.93e-46
A0JM12	CHOYP_contig_003908	4.66e-44
A0JM12	CHOYP_contig_003908	5.78e-48
A0JM12	CHOYP_contig_003908	7.83e-42
A0JM12	CHOYP_contig_003908	9.00e-46
A0JM13	CHOYP_C2CD3.1.1	9.44e-33
A0JM23	CHOYP_NPHP3.1.1	0.0
A0JM56	CHOYP_LOC578913.1.1	0.0
A0JM98	CHOYP_LOC578673.1.1	7.17e-28
A0JMA9	CHOYP_KATL2.1.2	0.0
A0JMA9	CHOYP_KATL2.2.2	0.0
A0JMD4	CHOYP_TPC2.1.2	0.0
A0JMD4	CHOYP_TPC2.2.2	3.43e-101
